eITMS Code,Manufacturer,Model,Lab,Aisle,Location In Aisle,Financial Owner Department,Status,Serial Number,Project Name,Project Organization,Project ID
0051795,MRV,LX-5250-24VYS1,RTP10 SDU Lab,K,16,020022838,ACTIVE,AABC0001300,SDU DCI,SDU-RTP10,5
0051796,CISCO,ASR1000-RP1,RTP10 SDU Lab,EE,31,020022838,ACTIVE,JAE1327DJIH,SDU CVF,SDU-RTP10,2
0051797,CISCO,ASR1000-ESP20,RTP10 SDU Lab,EE,30,020022838,ACTIVE,JAE141604W2,SDU CVF,SDU-RTP10,2
0051798,CISCO,MCS-7845H-2.4-EVV1,RTP10 SDU Lab,K,16,020022838,ACTIVE,D341LRG9H045,SDU DCI,SDU-RTP10,5
005179B,CISCO,SPA-2X1GE-V2,RTP10 SDU Lab,EE,31,020022838,ACTIVE,JAE14100E2F,SDU CVF,SDU-RTP10,2
005179D,CISCO,ASR1000-SIP10,RTP10 SDU Lab,E,29,020022838,ACTIVE,JAE14031ICC,SDU CVF,SDU-RTP10,2
005179F,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,K,16,020022838,ACTIVE,103471266,SDU DCI,SDU-RTP10,5
00517A0,CISCO,N7K-C7010,RTP10 SDU Lab,EE,27,020022838,ACTIVE,TBM12285629,SDU CVF,SDU-RTP10,2
00517A1,MRV,LX-5250-24VYS1,RTP10 SDU Lab,D,07,020022838,ACTIVE,AABC0000560,SDU Spares,SDU-RTP10,3
00517A2,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,JAB110700ZC,SDU Spares,SDU-RTP10,3
00517A5,CISCO,ASR1000-RP1,RTP10 SDU Lab,EE,30,020022838,ACTIVE,JAE1239W4A8,SDU CVF,SDU-RTP10,2
00517A6,PENGUIN COMPUTING,ALTUS 650,RTP10 SDU Lab,K,16,020022838,ACTIVE,P1238010290,SDU DCI,SDU-RTP10,5
00517A7,CISCO,WS-SUP720,RTP10 SDU Lab,DD,25,020022838,ACTIVE,SAD0815048P,SDU Spares,SDU-RTP10,3
00517A8,CISCO,ASR1000-RP1,RTP10 SDU Lab,EE,30,020022838,ACTIVE,JAE12056SO9,SDU CVF,SDU-RTP10,2
00517A9,HP,PROLIANT DL 320 G5P,RTP10 SDU Lab,K,16,020022838,ACTIVE,MX284101GF,SDU DCI,SDU-RTP10,5
00517AA,PENGUIN COMPUTING,PENGUIN,RTP10 SDU Lab,K,16,020022838,ACTIVE,P1238010292,SDU DCI,SDU-RTP10,5
00517AB,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,JAB103300SU,SDU Spares,SDU-RTP10,3
00517AC,CISCO,ASR1000-ESP20,RTP10 SDU Lab,EE,31,020022838,ACTIVE,JAE1325CONI,SDU CVF,SDU-RTP10,2
00517AE,CISCO,DS-X9224-96K9,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,JAE141407TZ,SDU Spares,SDU-RTP10,3
00517AF,CISCO,WS-X6704-10GE,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD084206VG,SDU Spares,SDU-RTP10,3
00517B0,CISCO,NM-16ESW,RTP10 SDU Lab,II,13,020022838,ACTIVE,JAD065101XE,SDU Spares,SDU-RTP10,3
00517B1,CISCO,DS-C9509,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,FOX092301KT,SDU Spares,SDU-RTP10,3
00517B2,CISCO,DS-X9304-18K9,RTP10 SDU Lab,JJ,24,020022838,ACTIVE,JAE1212C3CJ,SDU Spares,SDU-RTP10,3
00517B3,CISCO,DS-X9224-96K9,RTP10 SDU Lab,FF,30,020022838,ACTIVE,JAE141407PA,SDU CVF,SDU-RTP10,2
00517B4,CISCO,CISCO3845-MB,RTP10 SDU Lab,II,13,020022838,ACTIVE,FOC09382CC3,SDU Spares,SDU-RTP10,3
00517B6,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,GG,11,020022838,ACTIVE,JAE1331FN8S,SDU VMDC Ent,SDU-RTP10,4
00517C0,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,19,020022838,ACTIVE,JAB123500AW,SDU CVF,SDU-RTP10,2
00517C2,MRV,LX-5250-24VYS1,RTP10 SDU Lab,HH,11,020022838,ACTIVE,AABC0000716,SDU VMDC Ent,SDU-RTP10,4
00517C4,ECLIPSE,ECLIPSE-2RU- SERVER,RTP10 SDU Lab,EE,19,020022838,ACTIVE,973522,SDU CVF,SDU-RTP10,2
00517C5,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,18,020022838,ACTIVE,JAF1414BEFJ,SDU CVF,SDU-RTP10,2
00517C6,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,19,020022838,ACTIVE,JAB122600EL,SDU CVF,SDU-RTP10,2
00517C8,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,D,13,020022838,ACTIVE,103471652,SDU Spares,SDU-RTP10,3
00517C9,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,20,020022838,ACTIVE,JAB122501HQ,SDU CVF,SDU-RTP10,2
00517CA,CISCO,N7K-C7018,RTP10 SDU Lab,D,11,020022838,ACTIVE,TBM14117815,SDU Spares,SDU-RTP10,3
00517CB,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,D,11,020022838,ACTIVE,103471654,SDU Spares,SDU-RTP10,3
00517CC,CISCO,N7K-M148GT-11,RTP10 SDU Lab,F,21,020022838,ACTIVE,JAF1413CJAF,SDU CVF,SDU-RTP10,2
00517CE,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,21,020022838,ACTIVE,SNNO-00517CE,SDU CVF,SDU-RTP10,2
00517CF,CISCO,N7K-C7018,RTP10 SDU Lab,D,13,020022838,ACTIVE,TBM14127915,SDU Spares,SDU-RTP10,3
00517D1,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M07XMF624K,SDU CVF,SDU-RTP10,2
00517DE,CISCO,WS-X6704-10GE,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL1013H53B,SDU Spares,SDU-RTP10,3
00517E2,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M03XMF624K,SDU CVF,SDU-RTP10,2
00517E4,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M04UMF624K,SDU CVF,SDU-RTP10,2
00517E5,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M06RMF624K,SDU CVF,SDU-RTP10,2
00517E6,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M07YMF624K,SDU CVF,SDU-RTP10,2
00517E7,HP,PROLIANT DL 140,RTP10 SDU Lab,EE,19,020022838,ACTIVE,M07TMF624K,SDU CVF,SDU-RTP10,2
00517E9,IXIA,OPTIXIA XM12,RTP10 SDU Lab,HH,09,020022838,ACTIVE,XM12-0101629,SDU VMDC Ent,SDU-RTP10,4
00517EA,CISCO,N55-M16UP,RTP10 SDU Lab,EE,07,020022838,ACTIVE,JAF1525BLPK,SDU Spares,SDU-RTP10,3
00517EB,CISCO,N55-M16UP,RTP10 SDU Lab,GG,06,020022838,ACTIVE,JAF1525CNCS,SDU VMDC Ent,SDU-RTP10,4
00517EC,CISCO,N55-M160L3-V2,RTP10 SDU Lab,HH,08,020022838,ACTIVE,FOC15402S9E,SDU VMDC Ent,SDU-RTP10,4
00517ED,CISCO,N55-M16UP,RTP10 SDU Lab,E,07,020022838,ACTIVE,JAF1520DGMG,SDU Spares,SDU-RTP10,3
00517EE,CISCO,N55-M16UP,RTP10 SDU Lab,GG,06,020022838,ACTIVE,JAF1529CRKR,SDU VMDC Ent,SDU-RTP10,4
00517EF,CISCO,N55-M160L3-V2,RTP10 SDU Lab,HH,08,020022838,ACTIVE,FOC1545172B,SDU VMDC Ent,SDU-RTP10,4
00517F0,MRV,LX-5250-24VYS1,RTP10 SDU Lab,II,06,020022838,ACTIVE,AABC0000557,SDU Spares,SDU-RTP10,3
00517F1,CISCO,"RACK: 19"" - 8FT",RTP10 SDU Lab,II,05,020022838,ACTIVE,103471701,SDU Spares,SDU-RTP10,3
00517F3,CISCO,N10-E0060,RTP10 SDU Lab,D,11,020022838,ACTIVE,JAF1413ACKR,SDU Spares,SDU-RTP10,3
00517F4,CISCO,N10-E0060,RTP10 SDU Lab,D,11,020022838,ACTIVE,JAF1414CMKN,SDU Spares,SDU-RTP10,3
00517F5,CISCO,N5K-C5020P-BF,RTP10 SDU Lab,HH,06,020022838,ACTIVE,SSI14230FWP,SDU VMDC Ent,SDU-RTP10,4
00517F6,CISCO,N5K-C5020P-BF,RTP10 SDU Lab,HH,12,020022838,ACTIVE,SSI141506ZY,SDU VMDC Ent,SDU-RTP10,4
00517F7,CISCO,N10-S6200,RTP10 SDU Lab,D,11,020022838,ACTIVE,SSI135004K5,SDU Spares,SDU-RTP10,3
00517F9,IXIA,LM1000SFPS4,RTP10 SDU Lab,HH,09,020022838,ACTIVE,66142,SDU VMDC Ent,SDU-RTP10,4
00517FA,IXIA,LM1000STXS4-256,RTP10 SDU Lab,HH,09,020022838,ACTIVE,65751,SDU VMDC Ent,SDU-RTP10,4
00517FB,IXIA,LSM10G1-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,66143,SDU VMDC Ent,SDU-RTP10,4
00517FC,IXIA,LSM10G1-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,66573,SDU VMDC Ent,SDU-RTP10,4
00517FD,IXIA,LSM10GXM3-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,SNNO-00517FD,SDU VMDC Ent,SDU-RTP10,4
00517FE,IXIA,LSM1000XMS12-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,SNNO-00517FE,SDU VMDC Ent,SDU-RTP10,4
00517FF,IXIA,LSM1000XMS12-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,68540,SDU VMDC Ent,SDU-RTP10,4
0051800,IXIA,LSM10GXM8S-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,501025,SDU VMDC Ent,SDU-RTP10,4
0051801,IXIA,LSM10GXM4-01,RTP10 SDU Lab,HH,09,020022838,ACTIVE,67071,SDU VMDC Ent,SDU-RTP10,4
0051802,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,HH,09,020022838,ACTIVE,103471700,SDU VMDC Ent,SDU-RTP10,4
0051804,CISCO,N55-M160L3-V2,RTP10 SDU Lab,E,07,020022838,ACTIVE,FOC15402SA1,SDU Spares,SDU-RTP10,3
0051805,CISCO,N55-M160L3-V2,RTP10 SDU Lab,E,07,020022838,ACTIVE,FOC15402S8F,SDU Spares,SDU-RTP10,3
0051806,CISCO,WS-X4515,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAE0721077V,SDU Spares,SDU-RTP10,3
0051808,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,11,020022838,ACTIVE,SAL1030WKUZ,SDU Spares,SDU-RTP10,3
0051809,CISCO,WS-X6748-GE-TX,RTP10 SDU Lab,DD,28,020022838,ACTIVE,SAL1122QCVW,SDU Spares,SDU-RTP10,3
005180A,CISCO,N55-D160L3-V2,RTP10 SDU Lab,GG,02,020022838,ACTIVE,FOC154516UK,SDU VMDC Ent,SDU-RTP10,4
005180D,CISCO,WS-X6716-10GE,RTP10 SDU Lab,F,19,020022838,ACTIVE,SAL1228WYCH,SDU CVF,SDU-RTP10,2
005180E,CISCO,N55-D160L3-V2,RTP10 SDU Lab,GG,02,020022838,ACTIVE,FOC1545145B,SDU VMDC Ent,SDU-RTP10,4
0051815,CISCO,N5K-C5010P-BF,RTP10 SDU Lab,HH,08,020022838,ACTIVE,SSI132908XR,SDU VMDC Ent,SDU-RTP10,4
0051816,CISCO,N5K-C5010P-BF,RTP10 SDU Lab,HH,08,020022838,ACTIVE,SSI132908XV,SDU VMDC Ent,SDU-RTP10,4
005181F,CISCO,WS-X4515,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAB0708080M,SDU Spares,SDU-RTP10,3
0051820,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE12024BPK,SDU Spares,SDU-RTP10,3
0051821,CISCO,WS-C4900M,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE12024BF9,SDU Spares,SDU-RTP10,3
0051822,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,I,09,020022838,ACTIVE,FOX11010SHH,SDU Spares,SDU-RTP10,3
0051823,CISCO,WS-C4948-10GE,RTP10 SDU Lab,I,09,020022838,ACTIVE,FOX11350T0Z,SDU Spares,SDU-RTP10,3
0051826,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE12024K35,SDU Spares,SDU-RTP10,3
005182B,MRV,LX-5250-24VYS1,RTP10 SDU Lab,HH,09,020022838,ACTIVE,AABC0000524,SDU VMDC Ent,SDU-RTP10,4
005182E,CISCO,N5K-C5548P-DEMOBDL,RTP10 SDU Lab,FF,28,020022838,ACTIVE,SSI14440CQ6,SDU CVF,SDU-RTP10,2
005182F,CISCO,WS-C4900M,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024BFR,SDU Spares,SDU-RTP10,3
0051830,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024K64,SDU Spares,SDU-RTP10,3
0051831,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024BPQ,SDU Spares,SDU-RTP10,3
0051832,CISCO,N2K-C2232PP-10GE,RTP10 SDU Lab,HH,08,020022838,ACTIVE,SSI1506064C,SDU VMDC Ent,SDU-RTP10,4
0051833,CISCO,N2K-C2232PP-10GE,RTP10 SDU Lab,HH,08,020022838,ACTIVE,SSI1504085P,SDU VMDC Ent,SDU-RTP10,4
0051841,CISCO,WS-X4515,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAB070706EY,SDU Spares,SDU-RTP10,3
005184F,CISCO,WS-X6704-10GE,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL083014V4,SDU Spares,SDU-RTP10,3
0051853,CISCO,VS-S720-10G,RTP10 SDU Lab,J,20,020022838,ACTIVE,SAL1413E8JG,SDU Spares,SDU-RTP10,3
0051856,CISCO,WS-X6704-10GE,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD074604E2,SDU Spares,SDU-RTP10,3
0051859,CISCO,NM-32A,RTP10 SDU Lab,EE,27,020022838,ACTIVE,36196584,SDU CVF,SDU-RTP10,2
005185C,CISCO,WS-X6704-10GE,RTP10 SDU Lab,E,01,020022838,ACTIVE,SAL1630J4E6,SDU Spares,SDU-RTP10,3
0051860,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,EE,30,020022838,ACTIVE,FOX11010SHA,SDU CVF,SDU-RTP10,2
005186C,IXIA,LM1000STXS4-256,RTP10 SDU Lab,F,23,020022838,ACTIVE,65754,SDU CVF,SDU-RTP10,2
0051879,IXIA,944-0007-01,RTP10 SDU Lab,F,23,020022838,ACTIVE,66628,SDU CVF,SDU-RTP10,2
005187C,IXIA,OPTIXIAXM12-01,RTP10 SDU Lab,F,23,020022838,ACTIVE,XM12-0180541,SDU CVF,SDU-RTP10,2
0051882,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,18,020022838,ACTIVE,JAB122600EF,SDU CVF,SDU-RTP10,2
0051883,CISCO,N7K-M132XP-12,RTP10 SDU Lab,E,01,020022838,ACTIVE,JAF1448AMLR,SDU Spares,SDU-RTP10,3
0051886,MRV,LX-4048T-001AC,RTP10 SDU Lab,G,24,020022838,ACTIVE,00A09C-0101BD,SDU CVF,SDU-RTP10,2
0051888,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,19,020022838,ACTIVE,JAB12100081,SDU CVF,SDU-RTP10,2
005188B,MRV,LX-4048T-001AC,RTP10 SDU Lab,F,21,020022838,ACTIVE,00A09C-0102AB,SDU CVF,SDU-RTP10,2
005189B,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,21,020022838,ACTIVE,JAF1247AAQH,SDU CVF,SDU-RTP10,2
005189E,CISCO,N7K-M132XP-12,RTP10 SDU Lab,F,18,020022838,ACTIVE,JAB122800AG,SDU CVF,SDU-RTP10,2
005189F,CISCO,N7K-M132XP-12,RTP10 SDU Lab,HH,03,020022838,ACTIVE,JAB122600ED,SDU VMDC Ent,SDU-RTP10,4
00518A1,CISCO,N7K-C7018-FAB-1,RTP10 SDU Lab,D,13,020022838,ACTIVE,JAF1314AQCQ,SDU Spares,SDU-RTP10,3
00518A2,MRV,LX-5250-24VYS1,RTP10 SDU Lab,F,25,020022838,ACTIVE,AABC0000459,SDU CVF,SDU-RTP10,2
00518A3,CISCO,N7K-C7018-FAB-1,RTP10 SDU Lab,D,13,020022838,ACTIVE,JAF1314AQBA,SDU Spares,SDU-RTP10,3
00518A6,CISCO,N7K-M132XP-12,RTP10 SDU Lab,DD,27,020022838,ACTIVE,JAB1235008M,SDU Spares,SDU-RTP10,3
00518A7,CISCO,N7K-M132XP-12,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAF1248AJNG,SDU Spares,SDU-RTP10,3
00518A8,CISCO,N7K-M132XP-12,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAF1332BNHJ,SDU Spares,SDU-RTP10,3
00518A9,CISCO,N7K-M132XP-12,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAF1402BLPH,SDU Spares,SDU-RTP10,3
00518AA,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1502BSSK,SDU Spares,SDU-RTP10,3
00518AF,MRV,LX-5250-24VYS1,RTP10 SDU Lab,FF,19,020022838,ACTIVE,AABC0000540,SDU CVF,SDU-RTP10,2
00518B1,CISCO,N7K-SUP1,RTP10 SDU Lab,D,30,020022838,ACTIVE,NVSN-00518B1,SDU Spares,SDU-RTP10,3
00518B3,CISCO,N20-B6620-1,RTP10 SDU Lab,HH,08,020022838,ACTIVE,QCI1403A0KL,SDU VMDC Ent,SDU-RTP10,4
00518B4,CISCO,15454-MS-ISC-100T,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1313A0A5,SDU Spares,SDU-RTP10,3
00518B5,CISCO,N20-B6620-1,RTP10 SDU Lab,F,17,020022838,ACTIVE,QCI1403A0E7,SDU CVF,SDU-RTP10,2
00518B7,CISCO,N20-B6620-1,RTP10 SDU Lab,EE,07,020022838,ACTIVE,QCI1401034O,SDU Spares,SDU-RTP10,3
00518B8,CISCO,ASR1004,RTP10 SDU Lab,G,24,020022838,ACTIVE,FOX1334G0SX,SDU CVF,SDU-RTP10,2
00518B9,CISCO,VS-S720-10G,RTP10 SDU Lab,G,19,020022838,ACTIVE,SAD114601MY,SDU CVF,SDU-RTP10,2
00518BA,MRV,LX-5250-24VYS1,RTP10 SDU Lab,G,28,020022838,ACTIVE,AABC0000554,SDU CVF,SDU-RTP10,2
00518BB,CISCO,N20-C6508,RTP10 SDU Lab,GG,07,020022838,ACTIVE,FOX1321G2YC,SDU VMDC Ent,SDU-RTP10,4
00518BC,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,CS321211-4,SDU Spares,SDU-RTP10,3
00518BD,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,CS321211-2,SDU Spares,SDU-RTP10,3
00518BE,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,SC321111-2,SDU Spares,SDU-RTP10,3
00518BF,CISCO,STRATM-CAB,RTP10 SDU Lab,K,17,020022838,ACTIVE,103471880,SDU Spares,SDU-RTP10,3
00518C0,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,09,020022838,ACTIVE,NVSN-00518C0,SDU Spares,SDU-RTP10,3
00518C1,CISCO,N20-C6508,RTP10 SDU Lab,GG,07,020022838,ACTIVE,FOX1321G6H2,SDU VMDC Ent,SDU-RTP10,4
00518C3,CISCO,UCS-B200-M1,RTP10 SDU Lab,F,17,020022838,ACTIVE,20022461,SDU CVF,SDU-RTP10,2
00518C4,CISCO,N20-C6508,RTP10 SDU Lab,GG,07,020022838,ACTIVE,FOX1341GL4H,SDU VMDC Ent,SDU-RTP10,4
00518C6,CISCO,UCS-B200-M1,RTP10 SDU Lab,HH,08,020022838,ACTIVE,QCI14010315,SDU VMDC Ent,SDU-RTP10,4
00518C7,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,J,31,020022838,ACTIVE,P1236120873,SDU Spares,SDU-RTP10,3
00518C8,CISCO,15454-TCC2P,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,NVSN-00518C8,SDU Spares,SDU-RTP10,3
00518C9,CISCO,N20-B6620-1,RTP10 SDU Lab,F,17,020022838,ACTIVE,QCI132700AP,SDU CVF,SDU-RTP10,2
00518CB,CISCO,UCS-B200-M1,RTP10 SDU Lab,F,17,020022838,ACTIVE,QCI1402067W,SDU CVF,SDU-RTP10,2
00518CC,CISCO,ASR1000-RP1,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAE1222K3NC,SDU Spares,SDU-RTP10,3
00518CD,CISCO,15454-OPT-PRE,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,NVSN-00518CD,SDU Spares,SDU-RTP10,3
00518CE,CISCO,STRATM-CAB,RTP10 SDU Lab,CC,06,020022838,ACTIVE,103471224,SDU CVF,SDU-RTP10,2
00518CF,HP,STORAGE WORKS HSV210-A,RTP10 SDU Lab,J,31,020022838,ACTIVE,3892879249,SDU Spares,SDU-RTP10,3
00518D1,MRV,LX-5250-24VYS1,RTP10 SDU Lab,J,31,020022838,ACTIVE,AABC0000856,SDU Spares,SDU-RTP10,3
00518D2,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879223,SDU Spares,SDU-RTP10,3
00518D3,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879217,SDU Spares,SDU-RTP10,3
00518D4,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879222,SDU Spares,SDU-RTP10,3
00518D5,EMC2,SYMMETRIX,RTP10 SDU Lab,EE,02,020022838,ACTIVE,102845323,SDU Spares,SDU-RTP10,3
00518D6,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879224,SDU Spares,SDU-RTP10,3
00518D8,CISCO,N20-B6625-2,RTP10 SDU Lab,GG,02,020022838,ACTIVE,QCI1423A28V,SDU VMDC Ent,SDU-RTP10,4
00518D9,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879225,SDU Spares,SDU-RTP10,3
00518DB,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,CS321211-3,SDU Spares,SDU-RTP10,3
00518DF,CISCO,15454-SA-HD,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,SAT1313209S,SDU Spares,SDU-RTP10,3
00518E1,A & J,"RACK: 19"" - 48U - 7FT",RTP10 SDU Lab,I,15,020022838,ACTIVE,103471647,SDU Spares,SDU-RTP10,3
00518E2,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,08,020022838,ACTIVE,NVSN-00518E2,SDU Spares,SDU-RTP10,3
00518E3,HP,STORAGE WORKS,RTP10 SDU Lab,J,31,020022838,ACTIVE,549879226,SDU Spares,SDU-RTP10,3
00518E4,CISCO,15454-PP-80-LC,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,ADM1311001T,SDU Spares,SDU-RTP10,3
00518E5,CISCO,15454-TCC2P,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,NVSN-00518E5,SDU Spares,SDU-RTP10,3
00518E6,CISCO,15454-40-DMX-C,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,NVSN-00518E6,SDU Spares,SDU-RTP10,3
00518E7,CISCO,N20-B6620-1,RTP10 SDU Lab,HH,08,020022838,ACTIVE,QCI1403A0CH,SDU VMDC Ent,SDU-RTP10,4
00518E9,CISCO,N7K-M132XP-12,RTP10 SDU Lab,FF,18,020022838,ACTIVE,NVSN-00518E9,SDU CVF,SDU-RTP10,2
00518EA,MRV,LX-5250-24VYS1,RTP10 SDU Lab,D,05,020022838,ACTIVE,AA07G030896,SDU Spares,SDU-RTP10,3
00518EB,A & J,"RACK: 19"" - 48U - 7FT",RTP10 SDU Lab,JJ,27,020022838,ACTIVE,103471509,SDU Spares,SDU-RTP10,3
00518EC,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,CS321211-1,SDU Spares,SDU-RTP10,3
00518EF,CISCO,N7K-C7010,RTP10 SDU Lab,CC,06,020022838,ACTIVE,NVSN-00518EF,SDU CVF,SDU-RTP10,2
00518F1,HP,STORAGE WORKS HSV210-A,RTP10 SDU Lab,J,31,020022838,ACTIVE,3892879253,SDU Spares,SDU-RTP10,3
00518F3,M2 OPTICS,FIBER LAB 3200,RTP10 SDU Lab,JJ,27,020022838,ACTIVE,SC321111-1,SDU Spares,SDU-RTP10,3
00518F4,CISCO,DS-C9124-K9,RTP10 SDU Lab,J,31,020022838,ACTIVE,JAB1142NHTZ,SDU Spares,SDU-RTP10,3
00518F5,HP,STORAGE WORKS HSV210-A,RTP10 SDU Lab,J,31,020022838,ACTIVE,3892879242,SDU Spares,SDU-RTP10,3
00518F6,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,J,31,020022838,ACTIVE,103471675,SDU Spares,SDU-RTP10,3
00518F7,A & J,"RACK: 19"" - 48U - 7FT",RTP10 SDU Lab,JJ,05,020022838,ACTIVE,103471681,SDU Spares,SDU-RTP10,3
00518F8,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,07,020022838,ACTIVE,AABC0000676,SDU VMDC Ent,SDU-RTP10,4
00518FA,CISCO,CISCO2651XM,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,JMX0723L3A3,SDU Spares,SDU-RTP10,3
00518FC,CISCO,A02-MEMKIT-004A,RTP10 SDU Lab,GG,02,020022838,ACTIVE,QCI1423A2A5,SDU VMDC Ent,SDU-RTP10,4
00518FD,CISCO,WS-X6704-10GE,RTP10 SDU Lab,I,09,020022838,ACTIVE,SAL0847628P,SDU Spares,SDU-RTP10,3
00518FE,CISCO,STRATM-CAB,RTP10 SDU Lab,D,05,020022838,ACTIVE,NVSN-00518FE,SDU Spares,SDU-RTP10,3
00518FF,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,02,020022838,ACTIVE,AABC0002523,SDU VMDC Ent,SDU-RTP10,4
0051900,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,07,020022838,ACTIVE,AABC0000711,SDU VMDC Ent,SDU-RTP10,4
0051906,CISCO,15454-OSCM,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1314B0J4,SDU Spares,SDU-RTP10,3
0051908,CISCO,WS-X6748-GE-TX,RTP10 SDU Lab,CC,05,020022838,ACTIVE,NVSN-0051908,SDU CVF,SDU-RTP10,2
0051909,CISCO,N7K-C7010,RTP10 SDU Lab,F,18,020022838,ACTIVE,NVSN-0051909,SDU CVF,SDU-RTP10,2
005190A,CISCO,ASR1000-ESP20,RTP10 SDU Lab,G,24,020022838,ACTIVE,JAE1344N0WU,SDU CVF,SDU-RTP10,2
005190B,CISCO,N20-B6625-2,RTP10 SDU Lab,GG,02,020022838,ACTIVE,QCI1440A0W0,SDU VMDC Ent,SDU-RTP10,4
